SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,0 a 9,11/05/2021,Cas,No iniciada,56
Dona,10 a 19,11/05/2021,Cas,No iniciada,76
Home,10 a 19,11/05/2021,Cas,No iniciada,90
Home,10 a 19,11/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,11/05/2021,Cas,Parcial,3
Dona,20 a 29,11/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,11/05/2021,Cas,Completa,2
Dona,20 a 29,11/05/2021,Cas,No iniciada,72
Home,20 a 29,11/05/2021,Hospitalització,No iniciada,1
Home,20 a 29,11/05/2021,Cas,No iniciada,52
Home,20 a 29,11/05/2021,Cas,Parcial,2
Dona,30 a 39,11/05/2021,Hospitalització,No iniciada,3
Dona,30 a 39,11/05/2021,Cas,Parcial,3
Dona,30 a 39,11/05/2021,Cas,No iniciada,61
Home,30 a 39,11/05/2021,Hospitalització,No iniciada,3
Home,30 a 39,11/05/2021,Cas,Parcial,1
Home,30 a 39,11/05/2021,Cas,No iniciada,56
Dona,40 a 49,11/05/2021,Cas,Parcial,6
Dona,40 a 49,11/05/2021,Crítics,No iniciada,1
Dona,40 a 49,11/05/2021,Hospitalització,No iniciada,11
Dona,40 a 49,11/05/2021,Cas,No iniciada,83
Dona,40 a 49,11/05/2021,Cas,Completa,3
Home,40 a 49,11/05/2021,Crítics,No iniciada,1
Home,40 a 49,11/05/2021,Cas,No iniciada,78
Home,40 a 49,11/05/2021,Cas,Completa,1
Home,40 a 49,11/05/2021,Cas,Parcial,3
Home,40 a 49,11/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,11/05/2021,Cas,No iniciada,81
Dona,50 a 59,11/05/2021,Hospitalització,No iniciada,6
Dona,50 a 59,11/05/2021,Crítics,No iniciada,1
Dona,50 a 59,11/05/2021,Hospitalització,Parcial,1
Dona,50 a 59,11/05/2021,Cas,Parcial,5
Home,50 a 59,11/05/2021,Cas,Completa,1
Home,50 a 59,11/05/2021,Hospitalització,No iniciada,12
Home,50 a 59,11/05/2021,Crítics,No iniciada,5
Home,50 a 59,11/05/2021,Cas,No iniciada,78
Home,50 a 59,11/05/2021,Hospitalització,Completa,1
Dona,60 a 69,11/05/2021,Cas,No iniciada,16
Dona,60 a 69,11/05/2021,Defunció,Parcial,1
Dona,60 a 69,11/05/2021,Cas,Parcial,13
Dona,60 a 69,11/05/2021,Crítics,No iniciada,2
Dona,60 a 69,11/05/2021,Hospitalització,No iniciada,5
Home,60 a 69,11/05/2021,Cas,Parcial,13
Home,60 a 69,11/05/2021,Defunció,Parcial,1
Home,60 a 69,11/05/2021,Defunció,No iniciada,2
Home,60 a 69,11/05/2021,Crítics,Parcial,2
Home,60 a 69,11/05/2021,Hospitalització,Parcial,3
Home,60 a 69,11/05/2021,Cas,No iniciada,8
Home,60 a 69,11/05/2021,Hospitalització,No iniciada,2
Dona,70 a 79,11/05/2021,Hospitalització,No iniciada,4
Dona,70 a 79,11/05/2021,Hospitalització,Parcial,2
Dona,70 a 79,11/05/2021,Crítics,No iniciada,1
Dona,70 a 79,11/05/2021,Cas,No iniciada,13
Dona,70 a 79,11/05/2021,Cas,Completa,1
Dona,70 a 79,11/05/2021,Cas,Parcial,6
Home,70 a 79,11/05/2021,Cas,No iniciada,13
Home,70 a 79,11/05/2021,Cas,Parcial,4
Home,70 a 79,11/05/2021,Hospitalització,Parcial,1
Home,70 a 79,11/05/2021,Crítics,No iniciada,5
Home,70 a 79,11/05/2021,Defunció,Parcial,1
Home,70 a 79,11/05/2021,Hospitalització,No iniciada,6
Dona,80 o més,11/05/2021,Cas,No iniciada,3
Dona,80 o més,11/05/2021,Cas,Parcial,4
Dona,80 o més,11/05/2021,Defunció,No iniciada,3
Dona,80 o més,11/05/2021,Hospitalització,Parcial,2
Dona,80 o més,11/05/2021,Hospitalització,Completa,3
Dona,80 o més,11/05/2021,Defunció,Completa,3
Dona,80 o més,11/05/2021,Cas,Completa,8
Dona,80 o més,11/05/2021,Hospitalització,No iniciada,2
Home,80 o més,11/05/2021,Defunció,Completa,1
Home,80 o més,11/05/2021,Defunció,No iniciada,1
Home,80 o més,11/05/2021,Hospitalització,No iniciada,1
Home,80 o més,11/05/2021,Cas,Completa,4
Home,80 o més,11/05/2021,Defunció,Parcial,1
Home,80 o més,11/05/2021,Cas,No iniciada,1
Home,80 o més,11/05/2021,Hospitalització,Completa,2
No classificat,No classificat,11/05/2021,Cas,No iniciada,14
Dona,0 a 9,10/05/2021,Cas,No iniciada,52
Home,0 a 9,10/05/2021,Cas,No iniciada,41
Dona,10 a 19,10/05/2021,Cas,No iniciada,67
Dona,10 a 19,10/05/2021,Hospitalització,No iniciada,1
Home,10 a 19,10/05/2021,Cas,No iniciada,86
Dona,20 a 29,10/05/2021,Cas,Parcial,5
Dona,20 a 29,10/05/2021,Cas,No iniciada,65
Dona,20 a 29,10/05/2021,Cas,Completa,1
Home,20 a 29,10/05/2021,Cas,Parcial,2
Home,20 a 29,10/05/2021,Cas,No iniciada,62
Dona,30 a 39,10/05/2021,Hospitalització,No iniciada,7
Dona,30 a 39,10/05/2021,Cas,No iniciada,91
Dona,30 a 39,10/05/2021,Crítics,No iniciada,1
Dona,30 a 39,10/05/2021,Cas,Parcial,1
Dona,30 a 39,10/05/2021,Cas,Completa,1
Home,30 a 39,10/05/2021,Cas,No iniciada,71
Home,30 a 39,10/05/2021,Cas,Parcial,3
Home,30 a 39,10/05/2021,Hospitalització,No iniciada,8
Home,30 a 39,10/05/2021,Crítics,No iniciada,1
Dona,40 a 49,10/05/2021,Cas,No iniciada,98
Dona,40 a 49,10/05/2021,Hospitalització,Parcial,1
Dona,40 a 49,10/05/2021,Cas,Completa,6
Dona,40 a 49,10/05/2021,Crítics,No iniciada,1
Dona,40 a 49,10/05/2021,Hospitalització,No iniciada,6
Dona,40 a 49,10/05/2021,Cas,Parcial,4
Home,40 a 49,10/05/2021,Cas,Completa,1
Home,40 a 49,10/05/2021,Cas,No iniciada,115
Home,40 a 49,10/05/2021,Crítics,No iniciada,2
Home,40 a 49,10/05/2021,Hospitalització,No iniciada,15
Dona,50 a 59,10/05/2021,Cas,Parcial,6
Dona,50 a 59,10/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,10/05/2021,Crítics,No iniciada,3
Dona,50 a 59,10/05/2021,Cas,No iniciada,100
Dona,50 a 59,10/05/2021,Cas,Completa,2
Home,50 a 59,10/05/2021,Hospitalització,Parcial,1
Home,50 a 59,10/05/2021,Cas,No iniciada,101
Home,50 a 59,10/05/2021,Hospitalització,No iniciada,19
Home,50 a 59,10/05/2021,Crítics,No iniciada,4
Home,50 a 59,10/05/2021,Cas,Parcial,3
Dona,60 a 69,10/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,10/05/2021,Cas,No iniciada,29
Dona,60 a 69,10/05/2021,Hospitalització,No iniciada,6
Dona,60 a 69,10/05/2021,Cas,Parcial,21
Home,60 a 69,10/05/2021,Cas,No iniciada,22
Home,60 a 69,10/05/2021,Defunció,No iniciada,1
Home,60 a 69,10/05/2021,Crítics,No iniciada,4
Home,60 a 69,10/05/2021,Cas,Parcial,15
Home,60 a 69,10/05/2021,Crítics,Parcial,3
Home,60 a 69,10/05/2021,Hospitalització,No iniciada,10
Home,60 a 69,10/05/2021,Hospitalització,Parcial,3
Home,60 a 69,10/05/2021,Hospitalització,Completa,1
Dona,70 a 79,10/05/2021,Cas,No iniciada,17
Dona,70 a 79,10/05/2021,Defunció,Parcial,1
Dona,70 a 79,10/05/2021,Hospitalització,Completa,2
Dona,70 a 79,10/05/2021,Hospitalització,No iniciada,7
Dona,70 a 79,10/05/2021,Cas,Parcial,10
Dona,70 a 79,10/05/2021,Hospitalització,Parcial,2
Dona,70 a 79,10/05/2021,Defunció,No iniciada,1
Home,70 a 79,10/05/2021,Crítics,Parcial,1
Home,70 a 79,10/05/2021,Hospitalització,No iniciada,11
Home,70 a 79,10/05/2021,Hospitalització,Parcial,7
Home,70 a 79,10/05/2021,Cas,No iniciada,14
Home,70 a 79,10/05/2021,Crítics,No iniciada,3
Home,70 a 79,10/05/2021,Cas,Parcial,11
Dona,80 o més,10/05/2021,Hospitalització,No iniciada,2
Dona,80 o més,10/05/2021,Hospitalització,Completa,4
Dona,80 o més,10/05/2021,Cas,Completa,6
Dona,80 o més,10/05/2021,Hospitalització,Parcial,5
Dona,80 o més,10/05/2021,Defunció,Parcial,1
Dona,80 o més,10/05/2021,Defunció,No iniciada,1
Dona,80 o més,10/05/2021,Cas,No iniciada,2
Dona,80 o més,10/05/2021,Cas,Parcial,6
Home,80 o més,10/05/2021,Defunció,No iniciada,1
Home,80 o més,10/05/2021,Cas,Completa,4
Home,80 o més,10/05/2021,Hospitalització,Parcial,1
Home,80 o més,10/05/2021,Cas,Parcial,3
Home,80 o més,10/05/2021,Hospitalització,Completa,2
No classificat,No classificat,10/05/2021,Cas,No iniciada,13
No classificat,No classificat,10/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,09/05/2021,Cas,No iniciada,11
Home,0 a 9,09/05/2021,Cas,No iniciada,9
Home,0 a 9,09/05/2021,Hospitalització,No iniciada,1
Dona,10 a 19,09/05/2021,Cas,No iniciada,18
Dona,10 a 19,09/05/2021,Hospitalització,No iniciada,1
Home,10 a 19,09/05/2021,Cas,No iniciada,32
Dona,20 a 29,09/05/2021,Cas,Parcial,2
Dona,20 a 29,09/05/2021,Cas,No iniciada,30
Home,20 a 29,09/05/2021,Cas,No iniciada,16
Home,20 a 29,09/05/2021,Crítics,No iniciada,1
Dona,30 a 39,09/05/2021,Cas,Parcial,1
Dona,30 a 39,09/05/2021,Hospitalització,No iniciada,1
Dona,30 a 39,09/05/2021,Cas,Completa,1
Dona,30 a 39,09/05/2021,Cas,No iniciada,19
Home,30 a 39,09/05/2021,Cas,No iniciada,33
Home,30 a 39,09/05/2021,Cas,Parcial,2
Dona,40 a 49,09/05/2021,Cas,Parcial,2
Dona,40 a 49,09/05/2021,Hospitalització,No iniciada,3
Dona,40 a 49,09/05/2021,Cas,No iniciada,33
Dona,40 a 49,09/05/2021,Cas,Completa,1
Home,40 a 49,09/05/2021,Defunció,No iniciada,1
Home,40 a 49,09/05/2021,Crítics,No iniciada,4
Home,40 a 49,09/05/2021,Cas,No iniciada,41
Home,40 a 49,09/05/2021,Hospitalització,No iniciada,8
Home,40 a 49,09/05/2021,Cas,Parcial,2
Dona,50 a 59,09/05/2021,Cas,No iniciada,33
Dona,50 a 59,09/05/2021,Cas,Parcial,2
Dona,50 a 59,09/05/2021,Crítics,No iniciada,1
Dona,50 a 59,09/05/2021,Hospitalització,No iniciada,6
Home,50 a 59,09/05/2021,Crítics,No iniciada,4
Home,50 a 59,09/05/2021,Cas,Completa,1
Home,50 a 59,09/05/2021,Cas,No iniciada,36
Home,50 a 59,09/05/2021,Cas,Parcial,1
Home,50 a 59,09/05/2021,Hospitalització,No iniciada,11
Home,50 a 59,09/05/2021,Defunció,No iniciada,1
Home,50 a 59,09/05/2021,Hospitalització,Completa,1
Dona,60 a 69,09/05/2021,Hospitalització,Parcial,1
Dona,60 a 69,09/05/2021,Crítics,No iniciada,1
Dona,60 a 69,09/05/2021,Hospitalització,No iniciada,2
Dona,60 a 69,09/05/2021,Cas,Parcial,5
Dona,60 a 69,09/05/2021,Cas,No iniciada,12
Home,60 a 69,09/05/2021,Crítics,No iniciada,1
Home,60 a 69,09/05/2021,Hospitalització,Completa,1
Home,60 a 69,09/05/2021,Hospitalització,Parcial,3
Home,60 a 69,09/05/2021,Cas,No iniciada,9
Home,60 a 69,09/05/2021,Cas,Parcial,9
Home,60 a 69,09/05/2021,Hospitalització,No iniciada,2
Home,60 a 69,09/05/2021,Crítics,Parcial,2
Dona,70 a 79,09/05/2021,Hospitalització,Parcial,1
Dona,70 a 79,09/05/2021,Defunció,Parcial,1
Dona,70 a 79,09/05/2021,Cas,Parcial,5
Dona,70 a 79,09/05/2021,Cas,No iniciada,10
Dona,70 a 79,09/05/2021,Hospitalització,No iniciada,3
Home,70 a 79,09/05/2021,Hospitalització,Parcial,2
Home,70 a 79,09/05/2021,Hospitalització,No iniciada,2
Home,70 a 79,09/05/2021,Cas,No iniciada,8
Home,70 a 79,09/05/2021,Crítics,No iniciada,2
Home,70 a 79,09/05/2021,Crítics,Parcial,1
Home,70 a 79,09/05/2021,Defunció,No iniciada,2
Home,70 a 79,09/05/2021,Defunció,Parcial,1
Home,70 a 79,09/05/2021,Cas,Parcial,6
Dona,80 o més,09/05/2021,Cas,Parcial,3
Dona,80 o més,09/05/2021,Defunció,No iniciada,2
Dona,80 o més,09/05/2021,Defunció,Completa,1
Dona,80 o més,09/05/2021,Defunció,Parcial,3
Dona,80 o més,09/05/2021,Cas,No iniciada,1
Home,80 o més,09/05/2021,Defunció,Parcial,2
Home,80 o més,09/05/2021,Cas,Completa,1
Home,80 o més,09/05/2021,Hospitalització,Parcial,2
Home,80 o més,09/05/2021,Hospitalització,No iniciada,1
Home,80 o més,09/05/2021,Hospitalització,Completa,1
Home,80 o més,09/05/2021,Cas,No iniciada,2
Home,80 o més,09/05/2021,Cas,Parcial,3
No classificat,No classificat,09/05/2021,Hospitalització,No iniciada,1
No classificat,No classificat,09/05/2021,Cas,No iniciada,7
Dona,0 a 9,08/05/2021,Cas,No iniciada,19
Home,0 a 9,08/05/2021,Cas,No iniciada,27
Dona,10 a 19,08/05/2021,Cas,No iniciada,32
Home,10 a 19,08/05/2021,Cas,No iniciada,44
Dona,20 a 29,08/05/2021,Hospitalització,No iniciada,2
Dona,20 a 29,08/05/2021,Cas,Parcial,3
Dona,20 a 29,08/05/2021,Cas,No iniciada,31
Dona,20 a 29,08/05/2021,Cas,Completa,1
Home,20 a 29,08/05/2021,Cas,No iniciada,39
Dona,30 a 39,08/05/2021,Cas,No iniciada,26
Dona,30 a 39,08/05/2021,Hospitalització,No iniciada,4
Dona,30 a 39,08/05/2021,Cas,Parcial,5
Home,30 a 39,08/05/2021,Cas,Parcial,2
Home,30 a 39,08/05/2021,Cas,No iniciada,31
Home,30 a 39,08/05/2021,Hospitalització,No iniciada,1
Dona,40 a 49,08/05/2021,Hospitalització,No iniciada,3
Dona,40 a 49,08/05/2021,Crítics,No iniciada,2
Dona,40 a 49,08/05/2021,Cas,No iniciada,44
Dona,40 a 49,08/05/2021,Cas,Completa,1
Dona,40 a 49,08/05/2021,Cas,Parcial,2
Home,40 a 49,08/05/2021,Cas,Parcial,4
Home,40 a 49,08/05/2021,Crítics,No iniciada,1
Home,40 a 49,08/05/2021,Cas,No iniciada,39
Home,40 a 49,08/05/2021,Hospitalització,Completa,1
Home,40 a 49,08/05/2021,Hospitalització,No iniciada,10
Dona,50 a 59,08/05/2021,Cas,No iniciada,34
Dona,50 a 59,08/05/2021,Cas,Parcial,2
Dona,50 a 59,08/05/2021,Hospitalització,No iniciada,3
Home,50 a 59,08/05/2021,Cas,No iniciada,50
Home,50 a 59,08/05/2021,Hospitalització,No iniciada,9
Home,50 a 59,08/05/2021,Defunció,No iniciada,2
Home,50 a 59,08/05/2021,Crítics,No iniciada,4
Home,50 a 59,08/05/2021,Cas,Parcial,1
Home,50 a 59,08/05/2021,Cas,Completa,1
Dona,60 a 69,08/05/2021,Defunció,No iniciada,1
Dona,60 a 69,08/05/2021,Cas,Parcial,12
Dona,60 a 69,08/05/2021,Cas,No iniciada,7
Dona,60 a 69,08/05/2021,Hospitalització,No iniciada,8
Home,60 a 69,08/05/2021,Cas,No iniciada,13
Home,60 a 69,08/05/2021,Cas,Parcial,10
Home,60 a 69,08/05/2021,Hospitalització,No iniciada,4
Home,60 a 69,08/05/2021,Hospitalització,Parcial,1
Home,60 a 69,08/05/2021,Defunció,No iniciada,2
Dona,70 a 79,08/05/2021,Hospitalització,No iniciada,5
Dona,70 a 79,08/05/2021,Cas,Parcial,4
Dona,70 a 79,08/05/2021,Hospitalització,Parcial,1
Dona,70 a 79,08/05/2021,Crítics,No iniciada,1
Dona,70 a 79,08/05/2021,Defunció,No iniciada,3
Dona,70 a 79,08/05/2021,Cas,No iniciada,6
Home,70 a 79,08/05/2021,Cas,No iniciada,6
Home,70 a 79,08/05/2021,Hospitalització,No iniciada,7
Home,70 a 79,08/05/2021,Cas,Parcial,3
Home,70 a 79,08/05/2021,Hospitalització,Parcial,3
Home,70 a 79,08/05/2021,Crítics,No iniciada,3
Home,70 a 79,08/05/2021,Crítics,Parcial,3
Dona,80 o més,08/05/2021,Cas,Parcial,1
Dona,80 o més,08/05/2021,Defunció,Completa,3
Dona,80 o més,08/05/2021,Hospitalització,Completa,2
Dona,80 o més,08/05/2021,Hospitalització,No iniciada,1
Dona,80 o més,08/05/2021,Cas,No iniciada,2
Dona,80 o més,08/05/2021,Defunció,Parcial,1
Dona,80 o més,08/05/2021,Cas,Completa,2
Home,80 o més,08/05/2021,Hospitalització,Parcial,1
Home,80 o més,08/05/2021,Hospitalització,Completa,1
Home,80 o més,08/05/2021,Hospitalització,No iniciada,1
Home,80 o més,08/05/2021,Cas,Parcial,2
Home,80 o més,08/05/2021,Cas,Completa,4
Home,80 o més,08/05/2021,Defunció,Parcial,2
Home,80 o més,08/05/2021,Defunció,Completa,1
No classificat,No classificat,08/05/2021,Cas,No iniciada,7
No classificat,No classificat,08/05/2021,Hospitalització,No iniciada,2
Dona,0 a 9,07/05/2021,Cas,No iniciada,63
Home,0 a 9,07/05/2021,Cas,No iniciada,60
Dona,10 a 19,07/05/2021,Cas,Parcial,1
Dona,10 a 19,07/05/2021,Cas,No iniciada,91
Home,10 a 19,07/05/2021,Cas,No iniciada,99
Dona,20 a 29,07/05/2021,Hospitalització,No iniciada,2
Dona,20 a 29,07/05/2021,Cas,No iniciada,65
Dona,20 a 29,07/05/2021,Cas,Parcial,1
Home,20 a 29,07/05/2021,Hospitalització,No iniciada,1
Home,20 a 29,07/05/2021,Cas,No iniciada,72
Dona,30 a 39,07/05/2021,Hospitalització,No iniciada,4
Dona,30 a 39,07/05/2021,Cas,Parcial,7
Dona,30 a 39,07/05/2021,Cas,No iniciada,78
Dona,30 a 39,07/05/2021,Cas,Completa,2
Home,30 a 39,07/05/2021,Cas,Completa,1
Home,30 a 39,07/05/2021,Crítics,No iniciada,1
Home,30 a 39,07/05/2021,Cas,No iniciada,86
Home,30 a 39,07/05/2021,Hospitalització,No iniciada,1
Home,30 a 39,07/05/2021,Cas,Parcial,1
Dona,40 a 49,07/05/2021,Hospitalització,No iniciada,6
Dona,40 a 49,07/05/2021,Crítics,No iniciada,1
Dona,40 a 49,07/05/2021,Cas,No iniciada,92
Dona,40 a 49,07/05/2021,Cas,Parcial,5
Dona,40 a 49,07/05/2021,Cas,Completa,2
Dona,40 a 49,07/05/2021,Hospitalització,Parcial,1
Home,40 a 49,07/05/2021,Cas,Parcial,3
Home,40 a 49,07/05/2021,Crítics,No iniciada,3
Home,40 a 49,07/05/2021,Cas,Completa,1
Home,40 a 49,07/05/2021,Cas,No iniciada,101
Home,40 a 49,07/05/2021,Hospitalització,No iniciada,13
Dona,50 a 59,07/05/2021,Crítics,No iniciada,2
Dona,50 a 59,07/05/2021,Hospitalització,No iniciada,11
Dona,50 a 59,07/05/2021,Cas,No iniciada,77
Dona,50 a 59,07/05/2021,Cas,Parcial,5
Dona,50 a 59,07/05/2021,Cas,Completa,2
Dona,50 a 59,07/05/2021,Defunció,Parcial,1
Home,50 a 59,07/05/2021,Cas,Parcial,1
Home,50 a 59,07/05/2021,Hospitalització,Parcial,1
Home,50 a 59,07/05/2021,Hospitalització,No iniciada,19
Home,50 a 59,07/05/2021,Crítics,No iniciada,4
Home,50 a 59,07/05/2021,Cas,No iniciada,78
Home,50 a 59,07/05/2021,Defunció,Parcial,1
Dona,60 a 69,07/05/2021,Hospitalització,No iniciada,5
Dona,60 a 69,07/05/2021,Cas,Parcial,19
Dona,60 a 69,07/05/2021,Defunció,No iniciada,1
Dona,60 a 69,07/05/2021,Cas,No iniciada,27
Dona,60 a 69,07/05/2021,Cas,Completa,1
Dona,60 a 69,07/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,07/05/2021,Crítics,No iniciada,1
Home,60 a 69,07/05/2021,Cas,Parcial,16
Home,60 a 69,07/05/2021,Defunció,No iniciada,1
Home,60 a 69,07/05/2021,Cas,Completa,1
Home,60 a 69,07/05/2021,Crítics,No iniciada,5
Home,60 a 69,07/05/2021,Hospitalització,No iniciada,10
Home,60 a 69,07/05/2021,Cas,No iniciada,21
Dona,70 a 79,07/05/2021,Crítics,No iniciada,1
Dona,70 a 79,07/05/2021,Cas,Parcial,15
Dona,70 a 79,07/05/2021,Hospitalització,No iniciada,4
Dona,70 a 79,07/05/2021,Hospitalització,Parcial,1
Dona,70 a 79,07/05/2021,Cas,No iniciada,18
Dona,70 a 79,07/05/2021,Defunció,No iniciada,2
Dona,70 a 79,07/05/2021,Crítics,Parcial,1
Home,70 a 79,07/05/2021,Hospitalització,Parcial,6
Home,70 a 79,07/05/2021,Cas,Completa,3
Home,70 a 79,07/05/2021,Hospitalització,No iniciada,3
Home,70 a 79,07/05/2021,Crítics,No iniciada,2
Home,70 a 79,07/05/2021,Cas,No iniciada,26
Home,70 a 79,07/05/2021,Defunció,No iniciada,2
Home,70 a 79,07/05/2021,Crítics,Parcial,1
Home,70 a 79,07/05/2021,Cas,Parcial,12
Dona,80 o més,07/05/2021,Hospitalització,No iniciada,1
Dona,80 o més,07/05/2021,Cas,Parcial,3
Dona,80 o més,07/05/2021,Hospitalització,Completa,4
Dona,80 o més,07/05/2021,Cas,Completa,7
Dona,80 o més,07/05/2021,Cas,No iniciada,1
Home,80 o més,07/05/2021,Defunció,Parcial,1
Home,80 o més,07/05/2021,Hospitalització,No iniciada,2
Home,80 o més,07/05/2021,Cas,No iniciada,1
Home,80 o més,07/05/2021,Defunció,No iniciada,1
Home,80 o més,07/05/2021,Cas,Completa,1
Home,80 o més,07/05/2021,Cas,Parcial,3
Home,80 o més,07/05/2021,Hospitalització,Parcial,3
No classificat,No classificat,07/05/2021,Cas,No iniciada,15
No classificat,No classificat,07/05/2021,Hospitalització,No iniciada,3
Dona,0 a 9,06/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,06/05/2021,Cas,No iniciada,71
Home,0 a 9,06/05/2021,Cas,No iniciada,67
Dona,10 a 19,06/05/2021,Cas,No iniciada,81
Home,10 a 19,06/05/2021,Cas,No iniciada,121
Dona,20 a 29,06/05/2021,Cas,No iniciada,63
Dona,20 a 29,06/05/2021,Crítics,No iniciada,1
Dona,20 a 29,06/05/2021,Cas,Parcial,6
Home,20 a 29,06/05/2021,Cas,No iniciada,85
Home,20 a 29,06/05/2021,Cas,Parcial,3
Dona,30 a 39,06/05/2021,Cas,Completa,4
Dona,30 a 39,06/05/2021,Crítics,No iniciada,1
Dona,30 a 39,06/05/2021,Cas,Parcial,3
Dona,30 a 39,06/05/2021,Hospitalització,No iniciada,2
Dona,30 a 39,06/05/2021,Cas,No iniciada,93
Home,30 a 39,06/05/2021,Cas,No iniciada,74
Home,30 a 39,06/05/2021,Cas,Parcial,2
Home,30 a 39,06/05/2021,Crítics,No iniciada,2
Home,30 a 39,06/05/2021,Hospitalització,No iniciada,4
Dona,40 a 49,06/05/2021,Cas,Parcial,8
Dona,40 a 49,06/05/2021,Crítics,No iniciada,2
Dona,40 a 49,06/05/2021,Hospitalització,No iniciada,12
Dona,40 a 49,06/05/2021,Cas,No iniciada,132
Dona,40 a 49,06/05/2021,Cas,Completa,3
Home,40 a 49,06/05/2021,Hospitalització,No iniciada,7
Home,40 a 49,06/05/2021,Cas,Parcial,5
Home,40 a 49,06/05/2021,Cas,No iniciada,116
Home,40 a 49,06/05/2021,Crítics,No iniciada,2
Dona,50 a 59,06/05/2021,Cas,No iniciada,56
Dona,50 a 59,06/05/2021,Crítics,No iniciada,1
Dona,50 a 59,06/05/2021,Cas,Completa,1
Dona,50 a 59,06/05/2021,Hospitalització,No iniciada,13
Dona,50 a 59,06/05/2021,Cas,Parcial,3
Home,50 a 59,06/05/2021,Hospitalització,No iniciada,24
Home,50 a 59,06/05/2021,Cas,Parcial,2
Home,50 a 59,06/05/2021,Crítics,No iniciada,6
Home,50 a 59,06/05/2021,Hospitalització,Parcial,2
Home,50 a 59,06/05/2021,Cas,No iniciada,73
Dona,60 a 69,06/05/2021,Cas,Completa,3
Dona,60 a 69,06/05/2021,Crítics,No iniciada,1
Dona,60 a 69,06/05/2021,Cas,Parcial,14
Dona,60 a 69,06/05/2021,Hospitalització,No iniciada,8
Dona,60 a 69,06/05/2021,Defunció,No iniciada,1
Dona,60 a 69,06/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,06/05/2021,Cas,No iniciada,26
Home,60 a 69,06/05/2021,Cas,No iniciada,19
Home,60 a 69,06/05/2021,Hospitalització,Parcial,1
Home,60 a 69,06/05/2021,Hospitalització,No iniciada,17
Home,60 a 69,06/05/2021,Cas,Completa,1
Home,60 a 69,06/05/2021,Cas,Parcial,15
Home,60 a 69,06/05/2021,Crítics,No iniciada,2
Dona,70 a 79,06/05/2021,Defunció,Parcial,1
Dona,70 a 79,06/05/2021,Crítics,No iniciada,4
Dona,70 a 79,06/05/2021,Cas,Parcial,16
Dona,70 a 79,06/05/2021,Defunció,No iniciada,1
Dona,70 a 79,06/05/2021,Cas,Completa,2
Dona,70 a 79,06/05/2021,Hospitalització,No iniciada,8
Dona,70 a 79,06/05/2021,Cas,No iniciada,11
Dona,70 a 79,06/05/2021,Hospitalització,Parcial,2
Dona,70 a 79,06/05/2021,Crítics,Parcial,1
Home,70 a 79,06/05/2021,Defunció,No iniciada,3
Home,70 a 79,06/05/2021,Crítics,Parcial,1
Home,70 a 79,06/05/2021,Cas,No iniciada,17
Home,70 a 79,06/05/2021,Hospitalització,Parcial,3
Home,70 a 79,06/05/2021,Defunció,Parcial,2
Home,70 a 79,06/05/2021,Hospitalització,No iniciada,10
Home,70 a 79,06/05/2021,Crítics,No iniciada,2
Home,70 a 79,06/05/2021,Cas,Parcial,10
Dona,80 o més,06/05/2021,Defunció,Completa,2
Dona,80 o més,06/05/2021,Hospitalització,No iniciada,2
Dona,80 o més,06/05/2021,Cas,No iniciada,2
Dona,80 o més,06/05/2021,Hospitalització,Completa,5
Dona,80 o més,06/05/2021,Defunció,Parcial,2
Dona,80 o més,06/05/2021,Cas,Parcial,4
Dona,80 o més,06/05/2021,Cas,Completa,4
Home,80 o més,06/05/2021,Cas,No iniciada,2
Home,80 o més,06/05/2021,Defunció,Parcial,3
Home,80 o més,06/05/2021,Hospitalització,Parcial,1
Home,80 o més,06/05/2021,Cas,Parcial,2
Home,80 o més,06/05/2021,Defunció,Completa,1
Home,80 o més,06/05/2021,Cas,Completa,7
Home,80 o més,06/05/2021,Hospitalització,Completa,3
No classificat,No classificat,06/05/2021,Hospitalització,No iniciada,2
No classificat,No classificat,06/05/2021,Cas,No iniciada,13
Dona,0 a 9,05/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,05/05/2021,Cas,No iniciada,57
Home,0 a 9,05/05/2021,Cas,No iniciada,61
Dona,10 a 19,05/05/2021,Hospitalització,No iniciada,1
Dona,10 a 19,05/05/2021,Cas,No iniciada,121
Home,10 a 19,05/05/2021,Defunció,No iniciada,1
Home,10 a 19,05/05/2021,Cas,No iniciada,119
Dona,20 a 29,05/05/2021,Cas,No iniciada,87
Dona,20 a 29,05/05/2021,Hospitalització,No iniciada,2
Dona,20 a 29,05/05/2021,Cas,Completa,3
Dona,20 a 29,05/05/2021,Cas,Parcial,3
Home,20 a 29,05/05/2021,Cas,Completa,1
Home,20 a 29,05/05/2021,Cas,Parcial,2
Home,20 a 29,05/05/2021,Crítics,No iniciada,2
